slug;check;answer;value;source;checked
fenomen-goroda;03;нет;"Матвеевская (МЦК/МЦД/ж/д) — 28 мин; школа с отметкой NOTA — Школа № 1589, 1708 м";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
fenomen-goroda;04;нет;1279 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
fenomen-goroda;05;нет данных;;;23.09.2026
fenomen-goroda;06;нет данных;ЕРЗ: застройщика нет в рейтинге · сданные дома за 3 года: нет данных · остановок нет · банкротств нет;ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
fenomen-goroda;07;нет данных;анонс: продаж и проектной декларации ещё нет;каталог новостроек наш.дом.рф (Москва и МО, выгрузка 23.09.2026): объект не найден;23.09.2026
fenomen-goroda;08;нет данных;анонс: проектной декларации ещё нет — эскроу и документы не проверить;каталог новостроек наш.дом.рф (Москва и МО, выгрузка 23.09.2026): объект не найден;23.09.2026
fenomen-goroda;09;нет данных;;;23.09.2026
festival-park-2;01;да;САО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
festival-park-2;02;да;плюсы: парк 49 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
festival-park-2;03;да;"Речной вокзал (метро) — 9 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
festival-park-2;04;нет;1595 квартир;каталоги и декларации (база 14.09);23.09.2026
festival-park-2;05;нет;0.66 м/м на квартиру (1050 на 1595);каталоги и декларации (база 14.09);23.09.2026
festival-park-2;06;да;ЕРЗ 4,5 · сдано 8 домов за 3 года (Москва и МО) · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/specializirovannyj-zastrojshhik-moskovskij-gorodskoj-centr-prodazhi-nedvizhimosti-8961336001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
festival-park-2;07;да;сдан: ввод 30.11.2023–14.11.2024 (8 корпусов);https://наш.дом.рф/сервисы/каталог-новостроек/объект/30550 (+ ещё 7 объектов: 30549, 30548, 30547, 30546, 30545 …);23.09.2026
festival-park-2;08;не применяется;дом сдан — покупка по ДКП, эскроу не нужен;https://наш.дом.рф/сервисы/каталог-новостроек/объект/30550 (+ ещё 7 объектов: 30549, 30548, 30547, 30546, 30545 …);23.09.2026
festival-park-2;09;да;от 366 800 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
five-towers;01;нет;за Третьим кольцом;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
five-towers;02;да;плюсы: парк 398 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
five-towers;03;да;"Канатчиково (МЦК/МЦД/ж/д) — 4 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
five-towers;04;да;596 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
five-towers;05;нет;0.32 м/м на квартиру (188 на 596);каталоги и декларации (база 14.09);23.09.2026
five-towers;06;нет данных;ЕРЗ: рейтинг не присвоен · сданные дома за 3 года: нет данных · остановок нет · банкротств нет;ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/specializirovannyj-zastrojshchik-5-donskoj-5662647001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
five-towers;07;нет данных;строится: карточка проверки ЕИСЖС недоступна (блокировка сайта при выгрузке) · ввод по каталогу 31.12.2026;https://наш.дом.рф/сервисы/каталог-новостроек/объект/32274;23.09.2026
five-towers;08;да;квартиры · эскроу есть (каталог наш.дом.рф) · разрешение на строительство и документы на участок не проверены: карточка проверки ЕИСЖС не получена (сайт заблокировал выгрузку);https://наш.дом.рф/сервисы/каталог-новостроек/объект/32274;23.09.2026
five-towers;09;нет;от 526 900 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
fiztekhsiti;01;да;СВАО;"координаты базы; кольцо — схема из nota-karta-zhk";23.09.2026
fiztekhsiti;02;да;плюсы: парк 294 м;"OpenStreetMap (bbbike 22.09.2026 + Overpass): ТЭЦ, МСЗ, полигоны отходов, промзоны от 2 га, магистрали; парки от 1 га и вода — 500 м";23.09.2026
fiztekhsiti;03;нет;"Марк (МЦК/МЦД/ж/д) — 30 мин; школы с отметкой NOTA в 30 минутах нет";"OpenStreetMap, пешеходный граф (Дейкстра, 4,5 км/ч): метро, МЦК, МЦД, ж/д; marshruty.csv, shkoly.csv";23.09.2026
fiztekhsiti;04;да;488 квартир;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
fiztekhsiti;05;нет;0.16 м/м на квартиру (78 на 488);каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
fiztekhsiti;06;да;ЕРЗ 4 · сдано 10 домов за 3 года (Москва и МО) · остановок нет · банкротств у застройщика дома нет (в группе — 1: см. zastroyshchiki.csv);ЕРЗ.РФ https://erzrf.ru/zastroyschiki/brand/gruppa-kompanij-osnova-6201034001 · ЕИСЖС наш.дом.рф: каталог новостроек, реестр застройщиков, реестр проблемных объектов · ЕФРСБ bankrot.fedresurs.ru;23.09.2026
fiztekhsiti;07;да;сдан: ввод 18.10.2024;https://наш.дом.рф/сервисы/каталог-новостроек/объект/45404;23.09.2026
fiztekhsiti;08;нет;апартаменты (дом сдан): другой налог, нет постоянной регистрации;https://наш.дом.рф/сервисы/каталог-новостроек/объект/45404;23.09.2026
fiztekhsiti;09;да;от 231 400 ₽/м²;каталоги, декларации, сайты застройщиков (база 23.09);23.09.2026
